<sentence>,<sentence>,<sentence>,<sentence>
,basidia,,
,4-spored,,
,",",,
,at,,
,times,,
,3-spored,,
,or,,
,2-spored,,
,",",,
,measuring,,
,19-34,,
,x,,
,6-10,,
,µm,,
,",",,
,clavate,,
,or,,
,slightly,,
,truncate,,
,at,,
,the,,
,apex,,
,",",,
,with,,
,sterigmata,,
,up,,
,to,,
,4,,
,µm,,
,long,,
,.,,
</sentence>,</sentence>,</sentence>,</sentence>
,<sentence>,,
,pileipellis,,
,constituted,,
,by,,
,cylindrical,,
,hyphae,,
,",",,
,5-16,,
,µm,,
,wide,,
,",",,
,the,,
,wider,,
,the,,
,more,,
,constricted,,
,at,,
,septa,,
,",",,
,with,,
,terminal,,
,elements,,
,very,,
,long,,
,and,,
,with,,
,apex,,
,either,,
,rounded,,
,or,,
,progressively,,
,tapered,,
,.,,
,</sentence>,,
,<sentence>,,
,flowers,,
,:,,
,hypanthium,,
,disc-shaped,,
,;,,
,sepals,,
,prominently,,
,3-veined,,
,",",,
,ovate,,
,to,,
,lanceolate,,
,",",,
,2.5,,
,--,,
,3.2,,
,mm,,
,",",,
,not,,
,enlarging,,
,in,,
,fruit,,
,",",,
,apex,,
,green,,
,to,,
,purple,,
,",",,
,acute,,
,to,,
,acuminate,,
,",",,
,not,,
,hooded,,
,",",,
,stipitate-glandular,,
,;,,
,petals,,
,elliptic,,
,",",,
,0.8,,
,--,,
,1.3,,
,times,,
,as,,
,long,,
,as,,
,sepals,,
,",",,
,apex,,
,rounded,,
,",",,
,entire,,
,.,,
,</sentence>,,
,<sentence>,,
,myxillidae,,
,with,,
,smooth,,
,tornotes,,
,with,,
,hastate\/mucronate,,
,apices,,
,and,,
,an,,
,isotropic,,
,reticulation,,
,of,,
,thick,,
,acanthostrongyles,,
,",",,
,echinated,,
,by,,
,thick,,
,acanthostyles,,
,;,,
,microscleres,,
,robust,,
,spatulif-erous,,
,anchorate,,
,isochelae,,
,.,,
,</sentence>,,
,<sentence>,,
,length,,
,2.8-3,,
,0.1,,
,mm,,
,",",,
,width,,
,1.4-1,,
,0.5,,
,mm,,
,",",,
,l\/w,,
,#ERROR!,,
,2.0-2,,
,0.1,,
,.,,
,rostrum,,
,0.6-0,,
,0.7,,
,mm,,
,",",,
,r\/p,,
,#ERROR!,,
,0.6-0,,
,0.7,,
,.,,
,pronotum,,
,l\/w,,
,#ERROR!,,
,0.7-0,,
,0.9,,
,.,,
,procoxal,,
,apex,,
,indistinct,,
,;,,
,f\/p,,
,#ERROR!,,
,0.5-0,,
,0.8,,
,;,,
,t\/f,,
,#ERROR!,,
,0.8-1,,
,0,,
,.,,
,elytron,,
,l\/w,,
,#ERROR!,,
,1.2-1,,
,0.4,,
,.,,
,</sentence>,,
,<sentence>,,
,microscopic,,
,description,,
,:,,
,spores,,
,5.5-7-7,,
,0.5,,
,x,,
,4-5,,
,0.2,,
,-5.8,,
,?m,,
,",",,
,av,,
,.,,
,6.3,,
,x,,
,4.65,,
,?m,,
,",",,
,q,,
,#ERROR!,,
,1.15-1,,
,0.56,,
,",",,
,av,,
,.,,
,1.35,,
,",",,
,broadly,,
,ellipsoid,,
,to,,
,ellipsoid,,
,",",,
,light-brown,,
,in,,
,water,,
,",",,
,with,,
,prominent,,
,",",,
,hyaline,,
,hilar,,
,appendix,,
,",",,
,lacking,,
,a,,
,germ,,
,pore,,
,",",,
,mono,,
,or,,
,multiguttulate,,
,.,,
,</sentence>,,
,<sentence>,,
,diagnosis,,
,:,,
,protibia,,
,posteriorly,,
,with,,
,row,,
,of,,
,6,,
,-,,
,10,,
,long,,
,",",,
,broad,,
,",",,
,triangular,,
,spines,,
,",",,
,extending,,
,along,,
,entire,,
,length,,
,of,,
,projected,,
,margin,,
,;,,
,male,,
,with,,
,aedeagal,,
,apodemes,,
,distinctly,,
,broadened,,
,in,,
,basal,,
,1,,
,\/,,
,3,,
,;,,
,female,,
,with,,
,spermatheca,,
,basally,,
,with,,
,elongate,,
,",",,
,triangular,,
,",",,
,acute,,
,appendix,,
,.,,
,</sentence>,,
,<sentence>,,
,hypostomal,,
,and,,
,lower,,
,genal,,
,areas,,
,of,,
,male,,
,",",,
,at,,
,least,,
,in,,
,ventral,,
,view,,
,",",,
,slightly,,
,concave,,
,to,,
,deeply,,
,excavated,,
,;,,
,first,,
,flagellar,,
,segment,,
,of,,
,male,,
,broader,,
,than,,
,long,,
,",",,
,following,,
,segments,,
,often,,
,convex,,
,ventrally,,
,and,,
,thus,,
,moniliform,,
,and,,
,each,,
,with,,
,glabrous,,
,",",,
,shiny,,
,area,,
,or,,
,band,,
,mesally,,
,.,,
,</sentence>,,
,<sentence>,,
,frons,,
,and,,
,interantennal,,
,area,,
,without,,
,juxtantennal,,
,carinae,,
,;,,
,t6,,
,not,,
,emarginate,,
,medially,,
,and\/or,,
,t6,,
,medially,,
,with,,
,parallel-sided,,
,longitudinal,,
,crest,,
,.,,
,</sentence>,,
,<sentence>,,
,dorsum,,
,of,,
,head,,
,between,,
,the,,
,frontal,,
,carinae,,
,with,,
,eight,,
,roughly,,
,parallel,,
,",",,
,quite,,
,widely,,
,separated,,
,",",,
,strong,,
,longitudinal,,
,costae,,
,;,,
,the,,
,spaces,,
,between,,
,them,,
,with,,
,superficial,,
,granular,,
,ground-sculpture,,
,.,,
,sides,,
,of,,
,head,,
,between,,
,frontal,,
,carinae,,
,and,,
,eye,,
,rugose,,
,",",,
,with,,
,granular,,
,ground,,
,sculpture,,
,between,,
,the,,
,rugae,,
,and,,
,with,,
,a,,
,few,,
,cross,,
,meshes,,
,above,,
,and,,
,in,,
,front,,
,of,,
,the,,
,eye,,
,.,,
,sides,,
,of,,
,head,,
,below,,
,and,,
,behind,,
,eye,,
,strongly,,
,sulcate,,
,.,,
,sides,,
,of,,
,pronotum,,
,strongly,,
,sulcate,,
,",",,
,the,,
,sulci,,
,inclined,,
,slightly,,
,backwards,,
,from,,
,the,,
,vertical,,
,.,,
,remainder,,
,of,,
,sides,,
,of,,
,alitrunk,,
,longitudinally,,
,rugose,,
,except,,
,in,,
,the,,
,area,,
,below,,
,the,,
,propodeal,,
,margin,,
,where,,
,the,,
,rugae,,
,irregular,,
,.,,
,promesonotal,,
,dorsum,,
,strongly,,
,and,,
,regularly,,
,longitudinally,,
,sulcate,,
,.,,
,</sentence>,,
,<sentence>,,
,pileus,,
,6-15-18,,
,cm,,
,in,,
,diameter,,
,",",,
,at,,
,first,,
,globose,,
,",",,
,then,,
,hemispherical,,
,or,,
,hemispherical,,
,with,,
,truncate,,
,margin,,
,",",,
,finally,,
,planoconvex,,
,with,,
,slightly,,
,depressed,,
,center,,
,",",,
,white,,
,",",,
,greyish-white,,
,",",,
,ochraceous,,
,to,,
,more,,
,or,,
,less,,
,dark-brown,,
,",",,
,often,,
,broken,,
,up,,
,into,,
,appressed,,
,scales,,
,on,,
,a,,
,white,,
,background,,
,",",,
,excepted,,
,for,,
,a,,
,white,,
,marginal,,
,area,,
,.,,
,</sentence>,,
,<sentence>,,
,male,,
,has,,
,uniformly,,
,rusty,,
,brown,,
,underparts,,
,",",,
,except,,
,for,,
,white,,
,undertail,,
,coverts,,
,and,,
,white,,
,throat,,
,.,,
,female,,
,differs,,
,in,,
,having,,
,bluish,,
,gray,,
,band,,
,on,,
,upper,,
,breast,,
,with,,
,narrow,,
,whitish,,
,band,,
,separating,,
,this,,
,from,,
,rufous,,
,belly,,
,.,,
,</sentence>,,
,<sentence>,,
,tail,,
,with,,
,4,,
,straight,,
,alternating,,
,bands,,
,of,,
,dark,,
,and,,
,light-brown,,
,or,,
,blue,,
,gray,,
,in,,
,adults,,
,;,,
,brown,,
,tail,,
,bands,,
,in,,
,immatures,,
,.,,
,</sentence>,,
,<sentence>,,
,puncta,,
,orientated,,
,in,,
,a,,
,closed,,
,ring,,
,in,,
,the,,
,central,,
,area,,
,of,,
,the,,
,valve,,
,face,,
,.,,
,the,,
,striation,,
,fine,,
,with,,
,circular,,
,hyaline,,
,bands,,
,crossing,,
,the,,
,costae,,
,.,,
,</sentence>,,
,<sentence>,,
,buccal,,
,cavity,,
,large,,
,and,,
,narrow,,
,divided,,
,in,,
,two,,
,parts,,
,by,,
,a,,
,sclerotized,,
,transverse,,
,band,,
,",",,
,three,,
,teeth,,
,of,,
,which,,
,one,,
,ventrosublateral,,
,the,,
,largest,,
,.,,
,</sentence>,,
,<sentence>,,
,stipe,,
,2.5-5,,
,x,,
,0.5-2,,
,0.5,,
,cm,,
,",",,
,cylindrical,,
,",",,
,clavate,,
,or,,
,ventricose,,
,",",,
,often,,
,with,,
,a,,
,pointed,,
,base,,
,",",,
,solid,,
,at,,
,first,,
,",",,
,then,,
,narrowly,,
,fistulose,,
,",",,
,annulus,,
,generally,,
,median,,
,",",,
,above,,
,the,,
,annulus,,
,",",,
,white,,
,",",,
,smooth,,
,",",,
,below,,
,clearly,,
,fibrillose,,
,",",,
,towards,,
,the,,
,base,,
,often,,
,with,,
,one,,
,or,,
,two,,
,thin,,
,transverse,,
,bands,,
,",",,
,more,,
,or,,
,less,,
,complete,,
,and,,
,concolorous,,
,with,,
,the,,
,pileus,,
,.,,
,</sentence>,,
,<sentence>,,
,stems,,
,spreading,,
,",",,
,sometimes,,
,matted,,
,",",,
,often,,
,with,,
,persistent,,
,leaf-bases,,
,",",,
,up,,
,to,,
,1\/2,,
,or,,
,more,,
,height,,
,of,,
,plant,,
,;,,
,caudex,,
,stems,,
,absent,,
,or,,
,matted,,
,.,,
,</sentence>,,
,<sentence>,,
,koh,,
,reaction,,
,negative,,
,on,,
,the,,
,pileus,,
,surface,,
,",",,
,positive,,
,in,,
,stipe,,
,base,,
,",",,
,orange-ochraceous,,
,on,,
,its,,
,surface,,
,and,,
,yellow,,
,to,,
,orange-yellow,,
,in,,
,the,,
,context,,
,.,,
,</sentence>,,
,<sentence>,,
,elytra,,
,convex,,
,oblongo,,
,navicular,,
,",",,
,covering,,
,almost,,
,the,,
,pygidium,,
,",",,
,a,,
,little,,
,wider,,
,the,,
,prothorax,,
,and,,
,slightly,,
,indented,,
,at,,
,the,,
,base,,
,",",,
,with,,
,the,,
,shoulders,,
,calloused,,
,.,,
,</sentence>,,
,<sentence>,,
,a,,
,single,,
,fultoportula,,
,with,,
,two,,
,or,,
,one,,
,satellite,,
,pores,,
,in,,
,the,,
,central,,
,area,,
,of,,
,the,,
,valve,,
,face,,
,.,,
,one,,
,slitlike,,
,rimoportule,,
,located,,
,at,,
,the,,
,base,,
,of,,
,one,,
,of,,
,the,,
,costae,,
,.,,
,</sentence>,,
,<sentence>,,
,stipe,,
,4-5-12,,
,x,,
,0.8-1,,
,0.2,,
,-1.7,,
,cm,,
,",",,
,fistulose,,
,",",,
,straight,,
,or,,
,flexuous,,
,",",,
,equal,,
,or,,
,more,,
,or,,
,less,,
,bulbous,,
,at,,
,base,,
,",",,
,2-3,,
,cm,,
,",",,
,with,,
,an,,
,apical,,
,annulus,,
,",",,
,above,,
,which,,
,pinkish,,
,at,,
,first,,
,",",,
,then,,
,greyish,,
,",",,
,and,,
,below,,
,with,,
,white,,
,",",,
,appressed,,
,fibrils,,
,which,,
,may,,
,coalesce,,
,into,,
,more,,
,or,,
,less,,
,visible,,
,transversal,,
,belts,,
,;,,
,base,,
,becoming,,
,reddish-brown,,
,with,,
,age,,
,or,,
,on,,
,drying,,
,out,,
,.,,
,</sentence>,,
,<sentence>,,
,pileus,,
,3-8,,
,cm,,
,in,,
,diameter,,
,",",,
,at,,
,first,,
,globose,,
,",",,
,then,,
,hemispherical,,
,with,,
,truncate,,
,margin,,
,",",,
,finally,,
,planoconvex,,
,or,,
,shallowly,,
,depressed,,
,in,,
,the,,
,middle,,
,.,,
,initially,,
,entirely,,
,covered,,
,",",,
,except,,
,for,,
,a,,
,narrow,,
,whitish,,
,marginal,,
,belt,,
,",",,
,1-2,,
,mm,,
,broad,,
,",",,
,with,,
,radial,,
,appressed,,
,fibrils,,
,",",,
,variable,,
,in,,
,color,,
,",",,
,typically,,
,bright,,
,reddish-brown,,
,copper,,
,",",,
,but,,
,also,,
,various,,
,shades,,
,of,,
,brown,,
,",",,
,fulvous-brown,,
,to,,
,dark-brown,,
,",",,
,almost,,
,blackish,,
,",",,
,with,,
,violaceous,,
,or,,
,purple,,
,tinges,,
,",",,
,after,,
,pileus,,
,expansion,,
,it,,
,may,,
,remain,,
,completely,,
,fibrillose,,
,",",,
,become,,
,fibrillose-squamose,,
,towards,,
,disc,,
,or,,
,squamose,,
,at,,
,disc,,
,with,,
,triangular,,
,concentrically-arranged,,
,scales,,
,and,,
,a,,
,lighter,,
,",",,
,almost,,
,white,,
,margin,,
,.,,
,</sentence>,,
,<sentence>,,
,s7,,
,of,,
,male,,
,with,,
,two,,
,pairs,,
,of,,
,apical,,
,lobes,,
,narrowly,,
,connected,,
,to,,
,narrow,,
,body,,
,of,,
,sternum,,
,.,,
,</sentence>,,
,<sentence>,,
,one,,
,mandible,,
,and,,
,one,,
,tooth,,
,together,,
,form,,
,a,,
,unit,,
,",",,
,which,,
,can,,
,moved,,
,back,,
,and,,
,forth,,
,by,,
,specialized,,
,pharyngeal,,
,muscles,,
,",",,
,whereby,,
,the,,
,frontal,,
,section,,
,of,,
,the,,
,unit,,
,moved,,
,in,,
,line,,
,with,,
,the,,
,body,,
,axis,,
,.,,
,</sentence>,,
,<sentence>,,
,female,,
,buccal,,
,cavity,,
,divided,,
,into,,
,two,,
,unequal,,
,portions,,
,by,,
,an,,
,anterior,,
,transverse,,
,band,,
,",",,
,ring,,
,or,,
,row,,
,of,,
,denticles,,
,;,,
,other,,
,rings,,
,",",,
,which,,
,might,,
,present,,
,faint,,
,and,,
,concentrated,,
,at,,
,the,,
,posterior,,
,end,,
,of,,
,the,,
,buccal,,
,cavity,,
,.,,
,</sentence>,,
,<sentence>,,
,club-shaped,,
,phymatellidae,,
,with,,
,numerous,,
,longitudinal,,
,canals,,
,on,,
,the,,
,surface,,
,of,,
,choanosomal,,
,skeleton,,
,and,,
,shallow,,
,apical,,
,cavity,,
,.,,
,</sentence>,,
,<sentence>,,
,pinnules,,
,round,,
,to,,
,oblong,,
,",",,
,obtuse,,
,",",,
,0.8-3,,
,mm,,
,long,,
,",",,
,0.8-2,,
,mm,,
,wide,,
,",",,
,glabrous,,
,;,,
,margins,,
,strongly,,
,reflexed,,
,",",,
,prominently,,
,ciliate,,
,",",,
,forming,,
,a,,
,pouchlike,,
,cavity,,
,abaxially,,
,;,,
,adaxial,,
,surface,,
,with,,
,bright-yellow,,
,waxy,,
,powder,,
,.,,
,</sentence>,,
,<sentence>,,
,mandible,,
,short,,
,",",,
,pollex,,
,much,,
,broadened,,
,and,,
,rounded,,
,or,,
,subtruncate,,
,",",,
,not,,
,exceeded,,
,by,,
,mandibular,,
,apex,,
,",",,
,which,,
,a,,
,small,,
,tooth,,
,;,,
,apical,,
,width,,
,of,,
,mandible,,
,equal,,
,to,,
,or,,
,greater,,
,than,,
,basal,,
,width,,
,;,,
,scape,,
,of,,
,male,,
,slender,,
,to,,
,moderately,,
,swollen,,
,",",,
,seldom,,
,globular,,
,;,,
,frons,,
,of,,
,male,,
,without,,
,cavity,,
,above,,
,antennal,,
,socket,,
,.,,
,</sentence>,,
,<sentence>,,
,annulus,,
,lower,,
,surface,,
,constituted,,
,by,,
,cylindrical,,
,hyphae,,
,which,,
,frequently,,
,branched,,
,",",,
,hardly,,
,constricted,,
,at,,
,septa,,
,and,,
,4-9,,
,µm,,
,wide,,
,",",,
,and,,
,hyphae,,
,9-11,,
,µm,,
,wide,,
,",",,
,whose,,
,hyphal,,
,cells,,
,show,,
,more,,
,rounded,,
,extremities,,
,and,,
,consequently,,
,easily,,
,disarticulated,,
,.,,
,</sentence>,,
,<sentence>,,
,annulus,,
,lower,,
,surface,,
,constituted,,
,by,,
,thin,,
,",",,
,cylindrical,,
,hyphae,,
,",",,
,4-10,,
,µm,,
,wide,,
,",",,
,without,,
,elements,,
,easily,,
,disarticulating,,
,into,,
,isolated,,
,hyphal,,
,cells,,
,with,,
,rounded,,
,ends,,
,.,,
,</sentence>,,
,<sentence>,,
,in,,
,the,,
,alaimina,,
,the,,
,anterior,,
,part,,
,of,,
,the,,
,pharynx,,
,slender,,
,and,,
,the,,
,posterior,,
,third,,
,enlarged,,
,.,,
,the,,
,pharyngo-intestinal,,
,valve,,
,generally,,
,imbedded,,
,within,,
,the,,
,anterior,,
,intestinal,,
,cells,,
,;,,
,rarely,,
,cardiac,,
,gland,,
,cells,,
,present,,
,.,,
,</sentence>,,
,<sentence>,,
,habitus,,
,well,,
,portrayed,,
,in,,
,figures,,
,1,,
,and,,
,2,,
,.,,
,figure,,
,2,,
,shows,,
,the,,
,head,,
,tilted,,
,slightly,,
,back,,
,from,,
,the,,
,fullface,,
,view,,
,plane,,
,",",,
,so,,
,that,,
,the,,
,posterior,,
,cephalic,,
,margin,,
,appears,,
,straight,,
,and,,
,slightly,,
,surpassed,,
,by,,
,the,,
,scapes,,
,laid,,
,back,,
,in,,
,repose,,
,.,,
,in,,
,perfect,,
,fullface,,
,view,,
,",",,
,the,,
,center,,
,of,,
,the,,
,posterior,,
,margin,,
,feebly,,
,concave,,
,",",,
,and,,
,the,,
,scape,,
,laid,,
,back,,
,does,,
,not,,
,quite,,
,attain,,
,it,,
,.,,
,</sentence>,,
,<sentence>,,
,the,,
,median,,
,area,,
,about,,
,half,,
,the,,
,diameter,,
,of,,
,the,,
,valve,,
,",",,
,tangentially,,
,waved,,
,and,,
,one,,
,or,,
,more,,
,large,,
,pores,,
,located,,
,at,,
,distance,,
,from,,
,the,,
,center,,
,.,,
,</sentence>,,
,<sentence>,,
,sexually,,
,dimorphic,,
,in,,
,plumage,,
,and,,
,size,,
,",",,
,showing,,
,little,,
,",",,
,clinal,,
,geographic,,
,variation,,
,.,,
,on,,
,definitive,,
,basic,,
,male,,
,",",,
,crown,,
,",",,
,nape,,
,",",,
,back,,
,",",,
,and,,
,scapulars,,
,black,,
,;,,
,remainder,,
,of,,
,head,,
,and,,
,underparts,,
,orange-yellow,,
,",",,
,interrupted,,
,by,,
,black,,
,eye-line,,
,and,,
,black,,
,on,,
,chin,,
,and,,
,center,,
,of,,
,throat,,
,.,,
,</sentence>,,
,<sentence>,,
,indusium,,
,brown,,
,with,,
,a,,
,darker,,
,center,,
,and,,
,colored,,
,glands,,
,on,,
,margins,,
,.,,
,</sentence>,,
,<sentence>,,
,ehrenberg,,
,collection,,
,",",,
,lbv,,
,valves,,
,circular,,
,",",,
,plane,,
,to,,
,slightly,,
,arched,,
,with,,
,regular,,
,",",,
,branched,,
,striation,,
,and,,
,a,,
,center,,
,with,,
,distinct,,
,ornamentation,,
,.,,
,</sentence>,,
,<sentence>,,
,hypocone,,
,similar,,
,",",,
,but,,
,usually,,
,distinctly,,
,truncate,,
,",",,
,with,,
,antapex,,
,faintly,,
,indented,,
,at,,
,times,,
,.,,
,sulcus,,
,reaching,,
,from,,
,just,,
,behind,,
,apex,,
,all,,
,the,,
,way,,
,to,,
,antapex,,
,",",,
,with,,
,slight,,
,",",,
,left,,
,deflection,,
,in,,
,girdle,,
,region,,
,",",,
,rather,,
,narrow,,
,on,,
,epicone,,
,",",,
,wide,,
,on,,
,hypocone,,
,;,,
,anterior,,
,flagellar,,
,chamber,,
,a,,
,posteriorly,,
,pointed,,
,",",,
,finger-shaped,,
,cavity,,
,;,,
,posterior,,
,flagellar,,
,chamber,,
,an,,
,underhollowing,,
,of,,
,left,,
,sulcal,,
,margin,,
,opposite,,
,right,,
,girdle,,
,limb,,
,.,,
,</sentence>,,
,<sentence>,,
,amphids,,
,usually,,
,ventrally,,
,spiral,,
,",",,
,rarely,,
,dorsally,,
,spiral,,
,.,,
,buccal,,
,cavity,,
,well,,
,developed,,
,",",,
,mostly,,
,consisting,,
,of,,
,different,,
,chambers,,
,and,,
,armed,,
,with,,
,teeth,,
,or,,
,denticles,,
,.,,
,</sentence>,,
,<sentence>,,
,in,,
,many,,
,samples,,
,all,,
,costulae,,
,run,,
,straight,,
,back,,
,on,,
,the,,
,head,,
,",",,
,but,,
,commonly,,
,the,,
,outermost,,
,components,,
,tend,,
,to,,
,curve,,
,outwards,,
,behind,,
,the,,
,eyes,,
,.,,
,</sentence>,,
,<sentence>,,
,dorsal,,
,alitrunk,,
,densely,,
,costulate,,
,or,,
,rugose,,
,",",,
,the,,
,usual,,
,pattern,,
,with,,
,arched,,
,transverse,,
,sculpture,,
,on,,
,the,,
,anterior,,
,part,,
,of,,
,the,,
,pronotum,,
,followed,,
,by,,
,an,,
,area,,
,of,,
,longitudinal,,
,sculpture,,
,which,,
,runs,,
,back,,
,just,,
,beyond,,
,the,,
,mesothoracic,,
,spiracles,,
,",",,
,followed,,
,by,,
,coarser,,
,transverse,,
,sculpture,,
,on,,
,the,,
,remainder,,
,of,,
,the,,
,alitrunk,,
,dorsum,,
,.,,
,exceptions,,
,to,,
,this,,
,usually,,
,due,,
,to,,
,the,,
,extension,,
,of,,
,the,,
,longitudinal,,
,component,,
,on,,
,the,,
,pronotum,,
,at,,
,the,,
,expense,,
,of,,
,the,,
,transverse,,
,.,,
,</sentence>,,
,<sentence>,,
,paratype,,
,workers,,
,:,,
,maximum,,
,diameter,,
,of,,
,eye,,
,0.36,,
,-,,
,0.4,,
,",",,
,about,,
,0.22,,
,-,,
,0.24,,
,x,,
,hw,,
,.,,
,some,,
,with,,
,the,,
,posterodorsal,,
,angle,,
,of,,
,the,,
,petiole,,
,more,,
,rounded,,
,and,,
,the,,
,pronotal,,
,sculpture,,
,showing,,
,the,,
,usual,,
,variation,,
,",",,
,with,,
,differences,,
,in,,
,extent,,
,and,,
,direction,,
,of,,
,the,,
,longitudinal,,
,component,,
,.,,
,</sentence>,,
,<sentence>,,
,orthometanemes,,
,always,,
,occur,,
,on,,
,the,,
,dorsal,,
,and,,
,often,,
,also,,
,at,,
,the,,
,ventral,,
,edge,,
,of,,
,the,,
,epidermal,,
,chord,,
,:,,
,respectively,,
,referred,,
,to,,
,as,,
,dorsolateral,,
,and,,
,ventrolateral,,
,orthometanemes,,
,.,,
,a,,
,cilium,,
,situated,,
,in,,
,the,,
,core,,
,of,,
,each,,
,spindle,,
,shown,,
,:,,
,the,,
,anterior,,
,component,,
,a,,
,process,,
,from,,
,a,,
,modified,,
,single,,
,ciliated,,
,epidermal-cell,,
,",",,
,and,,
,the,,
,posterior,,
,component,,
,a,,
,dendrite,,
,of,,
,a,,
,nerve,,
,cell,,
,.,,
,</sentence>,,
,<sentence>,,
,accordingly,,
,",",,
,it,,
,better,,
,to,,
,define,,
,it,,
,as,,
,faint,,
,of,,
,anise,,
,or,,
,complex,,
,and,,
,fugacious,,
,",",,
,but,,
,not,,
,of,,
,phenol,,
,or,,
,iodine,,
,.,,
,spores,,
,5.8-8-8,,
,0.5,,
,x,,
,3.8-4-5-5,,
,0.5,,
,?m,,
,",",,
,av,,
,.,,
,7,,
,x,,
,4.5,,
,?m,,
,",",,
,q,,
,#ERROR!,,
,1.43-1,,
,0.7,,
,-1.75,,
,",",,
,av,,
,.,,
,1.55,,
,",",,
,ellipsoid,,
,",",,
,with,,
,generally,,
,non-tapered,,
,distal,,
,pole,,
,",",,
,brown,,
,",",,
,thick-walled,,
,and,,
,often,,
,with,,
,a,,
,rudimentary,,
,apical,,
,pore,,
,",",,
,with,,
,1-2,,
,refractive,,
,drops,,
,or,,
,granular,,
,content,,
,.,,
,</sentence>,,
,<sentence>,,
,microscopical,,
,description,,
,:,,
,spores,,
,6.5-8,,
,x,,
,4-5,,
,0.5,,
,?m,,
,",",,
,av,,
,.,,
,7.2,,
,x,,
,5.2,,
,µm,,
,",",,
,q,,
,#ERROR!,,
,1.3-1,,
,0.54,,
,",",,
,av,,
,.,,
,1.4,,
,",",,
,broadly,,
,ellipsoid,,
,",",,
,brown,,
,",",,
,thick-walled,,
,",",,
,sometimes,,
,with,,
,thin-walled,,
,apex,,
,",",,
,without,,
,an,,
,apical,,
,pore,,
,",",,
,with,,
,1-2,,
,refractive,,
,droplets,,
,or,,
,granular,,
,content,,
,.,,
,</sentence>,,
,<sentence>,,
,spores,,
,7.8-9,,
,0.2,,
,x,,
,5.8-6,,
,0.5,,
,µm,,
,",",,
,av,,
,.,,
,8.62,,
,x,,
,6,,
,µm,,
,",",,
,q,,
,#ERROR!,,
,1.31-1,,
,0.51,,
,",",,
,av,,
,.,,
,1.43,,
,",",,
,ellipsoid,,
,",",,
,brown,,
,",",,
,thick-walled,,
,and,,
,often,,
,with,,
,a,,
,rudimentary,,
,apical,,
,pore,,
,",",,
,with,,
,granular,,
,content,,
,.,,
,</sentence>,,
,<sentence>,,
,microscopic,,
,description,,
,based,,
,on,,
,my,,
,own,,
,analysis,,
,of,,
,the,,
,holotype,,
,:,,
,spores,,
,7-9,,
,x,,
,6-7,,
,0.5,,
,?m,,
,",",,
,av,,
,.,,
,8.2,,
,x,,
,6.9,,
,?m,,
,",",,
,q,,
,#ERROR!,,
,1.09-1,,
,0.18,,
,-1.29,,
,",",,
,av,,
,.,,
,1.18,,
,",",,
,broadly,,
,ellipsoid,,
,to,,
,subglobose,,
,",",,
,brown,,
,",",,
,lacking,,
,an,,
,apical,,
,pore,,
,",",,
,with,,
,prominent,,
,hilar,,
,appendage,,
,",",,
,content,,
,granular,,
,or,,
,at,,
,times,,
,forming,,
,a,,
,large,,
,drop,,
,.,,
,</sentence>,,
,<sentence>,,
,pileus,,
,surface,,
,almost,,
,smooth,,
,to,,
,slightly,,
,fibrillose,,
,when,,
,young,,
,",",,
,then,,
,breaking,,
,up,,
,into,,
,concentric,,
,scales,,
,separated,,
,by,,
,cracks,,
,which,,
,become,,
,deeper,,
,and,,
,deeper,,
,towards,,
,the,,
,periphery,,
,",",,
,revealing,,
,the,,
,pale,,
,cream,,
,subcuticular,,
,layer,,
,.,,
,</sentence>,,
,<sentence>,,
,internally,,
,the,,
,short,,
,tubulus,,
,has,,
,three,,
,or,,
,two,,
,satellite,,
,pores,,
,.,,
,if,,
,they,,
,have,,
,two,,
,satellite,,
,pores,,
,these,,
,towards,,
,the,,
,edge,,
,of,,
,the,,
,valve,,
,and,,
,towards,,
,the,,
,valve,,
,face,,
,\/,,
,mantle,,
,junction,,
,",",,
,in,,
,a,,
,radial,,
,position,,
,.,,
